Month,Temperature_C,Humidity_PRC,Leaf_Wetness_Hr,Rainfall_mm,Wind_Speed_ms,UV_Index,Light_Intensity_Lux,Disease_Type
9,22.43,90.44,11.53,1.99,1.29,8.4,13585.0,Alternaria
4,20.42,82.99,5.52,0.74,1.36,5.9,14257.0,Fire Blight
6,20.9,92.29,9.05,4.6,1.76,1.0,7524.0,Cedar Apple Rust
9,27.06,92.11,9.04,1.76,0.96,6.6,13375.0,Alternaria
10,9.44,67.94,0.13,0.56,4.95,5.0,17418.0,Healthy
5,15.9,86.23,8.05,6.6,5.83,2.5,3531.0,Apple Scab
5,27.6,82.65,0.97,0.79,2.45,5.3,13396.0,Fire Blight
7,28.07,71.66,0.65,0.83,5.69,3.9,17361.0,Powdery Mildew
4,24.72,82.16,3.9,3.68,2.12,4.7,8758.0,Fire Blight
4,26.35,83.99,4.35,0.95,1.32,4.5,14535.0,Fire Blight
5,17.6,86.88,11.01,0.93,0.74,2.5,15935.0,Apple Scab
6,18.35,92.6,10.54,5.81,3.52,1.7,2583.0,Cedar Apple Rust
4,19.28,92.24,6.57,0.72,0.91,1.3,13930.0,Apple Scab
4,16.26,89.65,7.43,1.95,5.57,1.1,11792.0,Apple Scab
4,25.27,83.77,4.64,1.25,5.58,4.1,14038.0,Fire Blight
6,24.55,67.88,0.69,0.5,1.86,4.5,16785.0,Powdery Mildew
4,16.14,89.36,8.71,0.65,1.01,1.6,15476.0,Apple Scab
8,29.1,90.11,7.82,0.01,3.88,6.7,15156.0,Alternaria
6,14.22,82.22,11.73,2.74,4.43,2.9,12771.0,Apple Scab
10,22.5,45.89,1.4,1.09,5.81,7.3,18579.0,Healthy
7,23.26,72.35,0.17,0.34,1.86,2.6,15625.0,Powdery Mildew
5,20.27,74.21,0.54,0.01,4.7,2.8,16104.0,Powdery Mildew
5,23.36,78.29,2.83,1.21,5.91,6.5,15397.0,Fire Blight
8,31.72,76.89,13.63,1.8,5.42,6.4,13562.0,Alternaria
4,22.02,88.52,1.49,2.49,4.52,6.1,10523.0,Fire Blight
4,25.41,83.51,4.77,2.64,4.46,4.6,11694.0,Fire Blight
1,18.61,42.23,0.01,1.25,4.85,2.2,18551.0,Healthy
6,20.56,94.14,10.07,6.25,0.72,2.3,2697.0,Cedar Apple Rust
8,24.29,44.13,2.02,0.56,2.18,9.8,19204.0,Healthy
5,27.82,87.6,3.79,2.6,3.26,6.7,12803.0,Fire Blight
8,26.5,63.99,1.47,0.46,5.26,2.6,17199.0,Powdery Mildew
11,11.37,31.41,0.03,2.24,3.43,6.8,17521.0,Healthy
7,21.34,67.28,0.35,0.27,3.6,3.8,18972.0,Powdery Mildew
4,14.08,86.22,8.27,1.96,5.9,1.5,9947.0,Apple Scab
5,19.59,93.04,10.58,3.07,0.83,2.6,9836.0,Cedar Apple Rust
8,27.05,64.8,0.53,0.05,3.44,2.4,19112.0,Powdery Mildew
6,17.59,76.29,1.94,0.61,1.6,6.0,16979.0,Powdery Mildew
4,20.94,97.04,7.01,7.87,5.26,3.4,500.0,Cedar Apple Rust
4,28.67,83.27,4.94,0.94,2.07,6.2,13833.0,Fire Blight
5,23.95,75.35,4.24,2.27,2.71,3.3,13221.0,Fire Blight
4,18.57,100.0,7.99,5.8,5.95,1.7,5190.0,Cedar Apple Rust
5,24.67,86.79,2.18,0.58,4.33,5.6,15983.0,Fire Blight
6,21.81,39.08,0.66,0.2,5.24,2.1,19831.0,Healthy
12,18.7,60.62,2.61,1.4,3.96,9.5,16394.0,Healthy
6,18.7,91.66,8.89,3.94,5.08,2.0,7428.0,Cedar Apple Rust
8,22.74,69.69,1.2,0.99,1.25,4.8,15985.0,Powdery Mildew
4,24.14,90.56,7.17,2.54,2.22,5.0,11786.0,Fire Blight
7,25.67,84.74,10.45,0.57,0.64,6.5,16567.0,Alternaria
6,15.88,87.72,12.24,3.36,3.85,3.6,8130.0,Apple Scab
6,21.87,93.97,7.94,2.93,0.85,1.5,8624.0,Cedar Apple Rust
6,14.98,63.91,2.97,2.42,5.24,5.8,14138.0,Healthy
6,12.79,92.33,12.61,1.09,1.85,1.8,13129.0,Apple Scab
5,22.19,81.23,1.37,3.25,4.61,6.1,11043.0,Fire Blight
7,28.52,88.37,9.34,0.56,3.0,5.8,13521.0,Alternaria
4,22.6,90.59,9.35,5.22,3.24,3.6,5291.0,Cedar Apple Rust
7,19.76,47.01,0.16,1.12,0.97,6.3,18538.0,Healthy
5,27.95,67.82,1.33,1.4,2.99,3.1,13620.0,Fire Blight
5,15.15,95.48,6.32,4.56,1.27,3.0,5718.0,Cedar Apple Rust
5,30.59,89.88,0.0,2.66,3.44,6.7,10817.0,Fire Blight
8,19.06,52.6,0.76,1.56,2.28,7.4,17391.0,Healthy
6,21.11,93.76,3.65,2.94,5.14,1.5,9989.0,Cedar Apple Rust
5,22.2,87.38,1.54,0.39,3.35,5.2,16431.0,Powdery Mildew
6,22.67,85.52,13.32,0.01,4.18,5.2,16392.0,Alternaria
4,24.64,74.22,3.55,3.62,1.49,7.0,10135.0,Fire Blight
5,23.86,74.68,1.26,1.2,2.79,6.4,16646.0,Fire Blight
8,26.12,82.96,6.72,0.35,3.93,7.6,14902.0,Alternaria
6,18.21,92.68,6.75,5.66,4.15,4.0,2500.0,Cedar Apple Rust
5,15.16,90.58,10.16,3.5,5.64,2.2,8752.0,Apple Scab
8,27.94,84.64,12.11,2.76,5.74,8.5,10269.0,Alternaria
6,16.55,84.41,9.15,1.26,3.16,3.4,13187.0,Apple Scab
5,17.74,85.91,11.51,2.5,5.94,1.4,9914.0,Apple Scab
6,15.5,54.48,0.33,0.67,1.27,6.5,19053.0,Healthy
9,25.06,77.56,11.54,1.3,4.9,7.1,14417.0,Alternaria
5,20.66,95.69,12.28,5.41,3.87,2.7,4542.0,Cedar Apple Rust
5,19.23,62.76,0.6,1.0,1.04,3.2,17859.0,Powdery Mildew
6,26.99,85.58,11.53,0.23,1.38,5.1,15580.0,Alternaria
8,24.69,72.32,0.37,0.69,1.02,5.9,17551.0,Powdery Mildew
5,20.92,93.51,7.17,3.87,1.38,2.5,6557.0,Cedar Apple Rust
9,27.08,82.08,8.59,0.56,3.86,7.2,15283.0,Alternaria
7,22.94,84.44,12.72,2.43,2.26,8.9,11486.0,Alternaria
5,17.36,72.82,0.55,0.65,2.85,5.4,16088.0,Powdery Mildew
9,26.99,91.96,13.52,0.93,2.76,5.8,13253.0,Alternaria
6,22.34,89.07,8.59,0.49,3.55,8.7,16121.0,Alternaria
6,18.41,94.05,6.1,5.65,4.58,3.4,3256.0,Cedar Apple Rust
8,23.08,88.55,0.62,0.54,4.89,5.6,13403.0,Powdery Mildew
10,15.83,60.36,2.33,0.96,0.95,8.8,16519.0,Healthy
4,13.12,91.11,7.78,6.2,1.63,1.8,1827.0,Apple Scab
4,23.53,79.59,5.35,0.95,5.11,6.8,14338.0,Fire Blight
5,25.9,91.56,2.04,0.51,1.88,3.9,13970.0,Fire Blight
9,13.87,42.03,0.84,1.02,5.26,8.2,16736.0,Healthy
6,13.98,84.81,12.46,4.34,2.81,1.1,8125.0,Apple Scab
5,23.94,95.89,8.8,3.99,4.89,1.8,7038.0,Cedar Apple Rust
8,25.9,89.45,9.28,2.9,2.71,7.8,11104.0,Alternaria
5,24.52,86.52,4.37,1.56,4.42,3.2,13568.0,Fire Blight
11,24.59,45.09,0.17,1.26,1.51,9.6,20677.0,Healthy
5,19.26,95.83,7.05,6.85,3.78,1.1,500.0,Cedar Apple Rust
5,27.33,68.32,1.33,0.39,1.9,6.0,16987.0,Powdery Mildew
4,28.36,56.37,2.94,0.2,5.69,3.4,19514.0,Healthy
8,27.7,83.63,0.51,0.43,5.58,4.8,16698.0,Powdery Mildew
4,12.33,54.17,2.16,0.05,1.84,6.7,20714.0,Healthy
4,15.12,96.31,8.81,8.01,4.45,3.8,500.0,Apple Scab
5,24.44,89.93,2.06,0.74,4.48,4.8,14416.0,Fire Blight
8,25.41,80.91,1.26,0.32,0.85,4.7,13771.0,Powdery Mildew
5,14.3,89.77,12.27,2.7,1.48,1.7,11738.0,Apple Scab
4,23.85,80.36,7.89,0.76,5.8,4.0,16771.0,Fire Blight
10,14.78,27.65,1.18,1.1,2.87,9.4,21129.0,Healthy
5,24.68,76.55,5.71,0.9,3.4,6.6,15953.0,Fire Blight
7,22.96,77.86,8.27,0.05,1.98,6.8,16321.0,Alternaria
4,19.66,93.35,6.12,5.16,1.92,2.7,4796.0,Cedar Apple Rust
5,20.77,80.67,4.54,3.43,2.08,3.1,8146.0,Fire Blight
6,29.46,84.19,1.62,0.5,5.17,2.2,15801.0,Powdery Mildew
3,39.16,50.05,2.7,1.36,3.4,7.0,17663.0,Healthy
4,24.18,98.03,10.94,3.09,4.0,2.5,8052.0,Cedar Apple Rust
4,18.9,89.35,9.84,3.23,3.67,2.6,11282.0,Apple Scab
4,17.33,89.78,4.12,2.83,4.47,2.9,12313.0,Apple Scab
5,25.17,95.23,2.11,1.37,4.46,5.0,12482.0,Fire Blight
6,14.18,87.32,11.94,3.78,1.65,2.9,7420.0,Apple Scab
9,26.82,86.23,11.15,0.97,1.41,7.8,14956.0,Alternaria
6,14.43,88.87,8.34,5.52,2.03,3.7,6564.0,Apple Scab
7,26.08,84.81,9.93,1.9,4.96,6.6,12464.0,Alternaria
5,27.13,73.06,7.03,1.31,5.67,6.5,15109.0,Fire Blight
4,21.96,75.53,3.45,2.61,1.22,5.1,12229.0,Fire Blight
4,14.23,92.59,10.73,4.59,5.27,3.1,6897.0,Apple Scab
4,19.6,94.18,5.69,6.36,5.69,2.1,2884.0,Cedar Apple Rust
9,28.69,88.57,14.02,1.26,3.26,8.6,12160.0,Alternaria
5,25.19,85.69,3.64,3.22,1.37,3.2,9942.0,Fire Blight
6,20.99,90.9,14.88,2.6,5.34,5.6,8257.0,Alternaria
1,8.61,22.72,0.86,1.62,1.31,7.8,18956.0,Healthy
11,24.27,42.21,2.77,0.02,4.39,6.7,20443.0,Healthy
5,20.95,85.32,5.8,2.94,3.61,4.9,10161.0,Fire Blight
5,20.36,91.87,0.95,0.26,3.57,4.6,16315.0,Powdery Mildew
5,31.59,64.23,1.47,2.42,0.63,6.3,13101.0,Healthy
9,27.46,90.04,12.48,1.32,1.67,8.3,14233.0,Alternaria
6,20.68,93.65,7.32,7.11,3.09,3.4,500.0,Cedar Apple Rust
11,19.87,58.84,2.31,0.66,1.67,9.6,16571.0,Healthy
6,18.52,98.56,6.52,5.02,5.43,3.9,5692.0,Cedar Apple Rust
4,20.96,85.67,5.1,1.76,0.54,3.4,12638.0,Fire Blight
5,20.19,92.56,10.65,6.4,2.19,2.8,4009.0,Cedar Apple Rust
7,15.22,83.89,0.85,0.21,0.6,4.7,15990.0,Powdery Mildew
4,20.91,95.08,10.48,5.5,4.8,3.4,3676.0,Cedar Apple Rust
4,25.01,86.32,7.95,2.0,1.89,6.1,11368.0,Fire Blight
9,22.76,44.11,1.41,0.66,4.46,5.1,20055.0,Healthy
5,23.83,94.82,6.02,3.88,4.0,1.4,8158.0,Cedar Apple Rust
4,18.86,91.31,6.02,3.32,5.87,1.0,9826.0,Cedar Apple Rust
4,20.7,88.24,4.13,2.16,3.36,5.0,9944.0,Fire Blight
5,19.81,90.79,7.45,4.24,4.36,2.5,9084.0,Cedar Apple Rust
5,31.12,49.87,1.04,0.59,0.88,6.5,18688.0,Healthy
8,3.95,39.6,1.99,0.78,3.87,3.5,19325.0,Healthy
2,29.86,29.19,0.39,0.16,2.76,8.3,22399.0,Healthy
1,19.98,53.12,2.8,1.05,1.06,3.7,16030.0,Healthy
6,36.04,60.54,0.62,4.18,1.25,9.2,9034.0,Healthy
6,16.17,70.96,1.07,0.61,2.24,2.7,17381.0,Powdery Mildew
7,28.74,84.38,9.19,0.36,2.07,8.9,15440.0,Alternaria
8,24.79,89.84,11.06,0.74,4.53,6.0,14825.0,Alternaria
7,37.11,68.44,1.52,1.54,2.45,7.1,13510.0,Healthy
6,17.32,95.1,10.12,7.01,2.97,2.1,500.0,Apple Scab
5,19.63,92.89,9.6,5.59,5.1,1.3,3820.0,Cedar Apple Rust
4,16.13,87.64,9.19,2.66,1.88,1.2,10743.0,Apple Scab
11,18.87,23.06,1.59,1.96,1.01,6.5,18453.0,Healthy
4,22.99,84.55,3.1,2.12,1.71,4.9,13377.0,Fire Blight
9,28.01,88.67,11.84,2.87,3.8,5.7,12200.0,Alternaria
5,22.39,97.17,6.92,7.26,2.36,1.9,1067.0,Cedar Apple Rust
5,25.14,55.86,0.73,0.04,0.53,3.1,20755.0,Powdery Mildew
7,22.1,79.02,1.66,0.93,3.49,6.0,16515.0,Powdery Mildew
6,21.87,82.7,1.05,0.53,2.36,4.7,16408.0,Powdery Mildew
6,23.21,95.73,9.87,7.31,5.52,1.4,1573.0,Cedar Apple Rust
5,24.54,91.8,4.41,1.34,5.99,6.1,11287.0,Fire Blight
6,30.55,68.84,0.39,0.98,3.49,4.5,16356.0,Powdery Mildew
4,18.9,94.33,8.08,6.77,2.52,1.6,1513.0,Cedar Apple Rust
5,18.46,87.39,8.64,7.13,0.54,3.1,1073.0,Apple Scab
5,26.94,97.33,4.9,3.46,4.08,6.0,8202.0,Fire Blight
9,21.12,88.39,16.58,1.28,1.79,7.5,14339.0,Alternaria
4,21.86,82.89,5.79,1.69,5.33,3.8,14893.0,Fire Blight
4,31.04,83.89,0.52,3.98,3.29,6.7,10310.0,Fire Blight
7,20.2,62.26,1.53,0.16,2.48,2.2,17384.0,Powdery Mildew
4,26.98,79.69,5.02,1.51,4.7,5.0,13448.0,Fire Blight
6,25.36,84.67,10.75,0.6,4.42,8.7,14814.0,Alternaria
9,22.31,93.18,11.65,0.57,4.88,5.9,14384.0,Alternaria
6,28.81,82.47,13.28,1.67,3.34,7.6,13757.0,Alternaria
6,12.76,85.93,10.29,0.37,4.75,3.5,16235.0,Apple Scab
4,17.78,94.47,8.3,6.2,2.29,3.2,2914.0,Cedar Apple Rust
5,18.06,93.52,8.65,6.58,0.55,3.3,500.0,Cedar Apple Rust
5,19.15,73.19,1.36,0.47,3.96,6.0,16055.0,Powdery Mildew
4,19.7,87.12,8.7,6.44,3.59,1.2,2186.0,Apple Scab
5,15.42,93.14,8.71,3.69,4.88,3.8,7886.0,Apple Scab
6,13.74,92.03,10.72,1.06,5.1,3.4,12024.0,Apple Scab
1,12.1,28.39,0.77,0.04,2.12,5.9,21568.0,Healthy
5,21.55,87.45,2.99,1.61,2.95,4.9,13105.0,Fire Blight
6,23.32,96.15,4.76,3.83,3.69,3.2,8486.0,Cedar Apple Rust
6,25.17,64.04,0.5,0.8,0.86,2.2,16397.0,Powdery Mildew
6,23.31,66.93,1.02,0.89,4.44,3.8,16093.0,Powdery Mildew
5,22.9,69.73,0.95,0.15,1.05,4.6,17812.0,Powdery Mildew
4,17.98,85.22,13.0,4.74,0.73,1.6,7904.0,Apple Scab
4,29.71,90.06,3.46,3.26,1.52,6.5,10454.0,Fire Blight
5,19.11,93.4,8.96,1.33,0.71,1.8,13644.0,Cedar Apple Rust
5,21.14,76.62,7.61,1.46,3.71,6.7,13297.0,Fire Blight
6,21.69,98.93,5.16,5.13,4.33,1.6,5156.0,Cedar Apple Rust
4,10.33,90.6,11.53,2.2,1.91,1.7,10885.0,Apple Scab
9,27.62,86.95,9.56,0.55,0.57,5.3,15173.0,Alternaria
4,19.97,92.59,7.32,4.32,3.47,2.7,7464.0,Cedar Apple Rust
6,12.23,87.26,13.03,1.76,5.1,2.8,14214.0,Apple Scab
3,28.85,38.55,0.63,0.69,2.57,8.2,20630.0,Healthy
5,25.04,80.25,1.48,0.77,4.24,3.9,14199.0,Powdery Mildew
4,23.27,85.95,8.18,0.77,4.03,3.5,14846.0,Fire Blight
9,29.48,82.38,11.9,0.96,5.5,8.4,13955.0,Alternaria
9,12.15,29.65,2.24,0.01,2.07,8.2,23211.0,Healthy
6,11.59,85.4,9.97,6.86,2.05,3.6,1855.0,Apple Scab
8,16.67,67.3,1.76,0.33,5.76,4.7,18041.0,Powdery Mildew
5,22.17,92.06,3.44,1.92,0.76,6.9,10619.0,Fire Blight
8,25.35,82.87,1.8,0.41,5.04,3.2,15569.0,Powdery Mildew
9,13.82,44.45,1.67,1.62,3.31,8.1,16276.0,Healthy
4,17.8,87.09,13.99,7.45,5.3,3.7,500.0,Apple Scab
8,24.48,92.52,10.2,2.18,1.52,6.2,10932.0,Alternaria
8,29.0,90.17,16.74,1.38,4.82,7.0,12885.0,Alternaria
7,26.4,88.72,16.51,1.04,3.56,7.2,13874.0,Alternaria
7,25.58,86.25,15.95,2.58,2.53,6.3,11801.0,Alternaria
5,23.52,87.46,2.04,3.73,3.5,6.3,11379.0,Fire Blight
12,17.2,32.28,2.64,0.2,4.06,7.6,21776.0,Healthy
4,22.89,86.63,5.4,3.12,3.3,6.7,10269.0,Fire Blight
5,21.32,56.87,0.16,0.54,0.84,3.0,18190.0,Powdery Mildew
7,20.23,90.08,17.51,0.89,1.15,7.4,14251.0,Alternaria
5,14.42,91.35,10.54,3.13,4.74,3.3,9383.0,Apple Scab
9,26.25,87.33,13.43,2.54,0.51,8.9,12359.0,Alternaria
8,28.33,89.27,8.48,2.71,4.54,7.6,10833.0,Alternaria
5,17.51,93.34,8.88,7.07,3.03,2.4,2806.0,Cedar Apple Rust
7,25.72,56.87,0.04,0.17,5.76,4.7,18644.0,Powdery Mildew
5,18.83,82.37,10.65,2.9,5.25,1.9,9754.0,Apple Scab
6,16.79,98.29,4.09,0.0,4.27,3.1,16074.0,Cedar Apple Rust
4,29.51,88.61,4.81,3.52,3.72,4.0,9045.0,Fire Blight
8,19.98,59.8,1.93,0.65,4.93,2.7,16784.0,Powdery Mildew
6,15.4,87.75,3.62,2.75,2.09,2.0,11016.0,Apple Scab
5,24.49,70.33,0.6,0.21,5.46,5.5,20039.0,Powdery Mildew
8,3.6,57.15,2.44,1.48,1.5,3.3,16207.0,Healthy
8,18.8,71.97,0.71,0.42,5.71,2.2,16232.0,Powdery Mildew
7,17.52,89.05,10.75,1.35,5.86,7.3,13157.0,Alternaria
4,22.82,94.2,7.58,5.6,5.64,1.6,4488.0,Cedar Apple Rust
6,14.68,87.35,10.54,7.73,1.73,3.8,1303.0,Apple Scab
8,21.56,83.26,4.95,1.5,4.91,5.7,12955.0,Alternaria
4,21.47,94.01,7.37,5.06,3.68,2.8,4855.0,Cedar Apple Rust
6,21.83,92.86,11.07,1.15,2.52,3.2,13553.0,Cedar Apple Rust
7,30.07,86.15,8.46,2.86,2.73,5.9,10844.0,Alternaria
3,22.99,28.5,1.9,1.03,5.69,7.7,20191.0,Healthy
5,15.39,89.56,10.99,1.92,4.64,3.9,9107.0,Apple Scab
8,29.71,58.03,1.62,0.97,2.32,3.2,15267.0,Powdery Mildew
8,20.14,88.67,11.41,2.44,4.96,8.2,11565.0,Alternaria
6,16.04,90.69,8.14,6.69,4.66,1.3,3122.0,Apple Scab
5,15.93,87.96,7.93,3.75,2.5,1.8,8982.0,Apple Scab
4,28.22,87.54,5.39,2.07,4.09,5.8,12904.0,Fire Blight
7,25.47,85.01,10.45,2.91,5.32,8.3,9636.0,Alternaria
4,20.3,84.99,5.97,3.84,3.66,4.4,8197.0,Fire Blight
7,22.57,59.54,0.79,0.71,3.38,2.2,17905.0,Powdery Mildew
5,23.65,80.83,7.61,1.07,2.25,5.7,15285.0,Fire Blight
4,24.29,88.45,3.17,1.75,5.7,5.2,11982.0,Fire Blight
11,23.79,67.58,2.46,0.94,0.73,5.2,16309.0,Healthy
7,15.66,75.01,1.31,0.94,4.97,5.9,16869.0,Powdery Mildew
10,10.72,40.23,0.55,0.43,5.4,6.8,19474.0,Healthy
5,19.02,90.18,7.59,0.71,1.3,1.8,13578.0,Apple Scab
5,24.14,87.82,2.49,0.63,5.54,7.0,16634.0,Fire Blight
8,19.11,46.97,2.38,0.31,1.05,2.9,18788.0,Healthy
6,18.01,92.79,8.39,4.33,4.17,3.3,6567.0,Cedar Apple Rust
4,20.28,96.07,11.49,5.73,4.97,2.6,3520.0,Cedar Apple Rust
6,23.94,99.78,11.24,3.6,3.3,1.5,9133.0,Cedar Apple Rust
7,26.77,90.92,10.81,0.19,2.35,6.2,14395.0,Alternaria
7,31.99,49.22,2.13,1.0,1.87,3.2,16770.0,Healthy
9,26.06,91.9,15.83,1.64,1.31,8.5,13028.0,Alternaria
8,28.53,86.17,14.52,0.58,1.71,5.1,14500.0,Alternaria
5,17.84,91.7,10.87,0.97,2.78,2.2,14980.0,Apple Scab
4,25.52,93.06,4.29,0.74,0.97,5.4,13882.0,Fire Blight
9,28.08,82.43,13.04,1.53,5.49,7.1,14023.0,Alternaria
8,2.01,55.05,2.39,1.35,2.07,4.9,16785.0,Healthy
5,25.65,83.94,6.28,3.22,5.94,6.3,8984.0,Fire Blight
7,29.45,91.56,14.37,0.18,4.84,5.2,16333.0,Alternaria
6,26.82,96.61,7.13,1.19,0.94,5.5,11908.0,Alternaria
4,1.51,55.44,2.81,0.26,5.11,6.6,18715.0,Healthy
4,21.85,96.05,6.29,1.34,3.51,2.7,11980.0,Cedar Apple Rust
6,27.42,69.24,1.12,0.45,4.29,2.0,16218.0,Powdery Mildew
7,23.97,69.77,0.92,0.55,1.08,3.3,15745.0,Powdery Mildew
5,8.12,72.72,1.52,0.7,5.69,4.8,17003.0,Healthy
6,18.68,55.14,1.63,0.06,1.54,3.4,19335.0,Powdery Mildew
6,12.56,87.53,9.49,2.0,0.78,1.9,12356.0,Apple Scab
5,22.72,99.27,13.99,6.47,4.31,2.4,2102.0,Cedar Apple Rust
5,25.61,77.5,3.63,1.79,3.84,4.0,15015.0,Fire Blight
4,25.06,85.68,5.1,3.54,0.57,4.9,8911.0,Fire Blight
4,34.65,35.47,0.41,0.09,5.37,6.6,20458.0,Healthy
6,20.7,95.61,8.83,4.68,0.78,3.4,5211.0,Cedar Apple Rust
4,14.92,86.99,12.69,7.07,3.98,1.1,2467.0,Apple Scab
5,25.54,81.14,4.88,1.15,2.72,4.6,14811.0,Fire Blight
7,31.31,93.83,12.43,0.54,3.66,7.3,15488.0,Alternaria
4,12.6,85.31,9.12,5.8,3.36,3.8,4283.0,Apple Scab
6,29.1,89.42,17.12,0.15,2.44,6.5,16135.0,Alternaria
4,11.71,87.02,10.89,4.54,0.81,1.3,6920.0,Apple Scab
5,18.79,96.33,11.09,4.66,4.41,2.5,6035.0,Cedar Apple Rust
4,13.75,90.93,8.83,5.68,3.77,2.9,6466.0,Apple Scab
7,27.52,89.26,10.8,0.44,1.92,8.6,12605.0,Alternaria
5,19.02,97.63,7.7,3.9,2.26,2.1,5934.0,Cedar Apple Rust
10,20.31,45.05,2.46,1.2,4.68,3.1,20397.0,Healthy
6,24.42,43.8,0.39,0.58,1.28,6.2,17905.0,Healthy
10,22.79,62.4,1.38,1.2,5.65,5.3,14951.0,Healthy
8,-0.74,42.34,0.94,0.93,2.26,6.0,19229.0,Healthy
5,26.17,82.96,6.04,3.03,1.1,5.3,11474.0,Fire Blight
5,23.79,89.23,1.87,3.87,1.84,6.9,8555.0,Fire Blight
7,24.69,85.24,0.73,0.96,3.15,3.7,17035.0,Powdery Mildew
6,13.21,84.6,12.06,0.03,2.74,2.7,15607.0,Apple Scab
5,31.04,84.46,4.14,1.19,4.69,6.6,14327.0,Fire Blight
10,16.59,39.43,1.08,0.39,5.54,8.0,20908.0,Healthy
5,18.65,81.01,1.46,0.5,5.58,4.9,17231.0,Powdery Mildew
5,21.36,61.87,0.41,0.24,1.81,3.4,16805.0,Powdery Mildew
7,27.17,79.14,13.16,0.82,0.87,7.2,14492.0,Alternaria
12,31.78,68.95,0.51,0.09,3.04,8.6,17637.0,Healthy
4,21.05,93.02,10.09,4.62,3.59,3.0,6261.0,Cedar Apple Rust
4,13.81,83.35,12.0,3.74,2.98,3.6,9390.0,Apple Scab
7,28.0,42.93,2.79,0.25,2.89,7.9,21188.0,Healthy
7,15.04,47.59,2.25,3.07,1.55,8.3,13049.0,Healthy
4,15.09,90.87,10.87,3.93,1.14,1.2,6816.0,Apple Scab
6,13.29,88.41,10.25,1.32,0.82,3.1,13311.0,Apple Scab
5,19.25,91.79,6.58,4.94,0.65,1.3,5138.0,Cedar Apple Rust
4,14.57,89.74,10.09,10.03,5.83,2.8,500.0,Apple Scab
6,17.39,89.15,6.44,3.91,5.43,2.3,7775.0,Cedar Apple Rust
3,33.59,51.04,1.21,0.28,3.12,7.0,18682.0,Healthy
4,15.38,79.97,10.83,5.17,2.28,1.8,7189.0,Apple Scab
6,21.49,57.41,1.21,0.57,3.7,5.7,19257.0,Powdery Mildew
11,8.25,54.71,0.52,1.53,4.81,7.6,16270.0,Healthy
5,19.2,80.21,1.82,0.65,2.6,4.3,15118.0,Powdery Mildew
7,17.81,14.36,1.58,1.14,3.26,2.6,21552.0,Healthy
4,18.71,96.77,9.07,4.42,2.52,1.9,6957.0,Cedar Apple Rust
4,24.41,84.17,4.67,1.2,4.05,4.9,15802.0,Fire Blight
6,33.25,85.7,13.15,1.97,5.39,6.3,14600.0,Alternaria
11,29.72,65.34,0.17,0.22,3.6,3.8,18198.0,Healthy
4,13.44,89.91,7.36,7.01,2.62,1.9,1747.0,Apple Scab
4,22.6,89.26,7.25,3.07,4.52,4.6,10295.0,Fire Blight
5,20.42,83.01,8.63,2.28,0.84,6.5,13302.0,Fire Blight
4,21.07,42.92,1.82,0.06,5.32,6.8,20050.0,Healthy
8,25.7,87.05,6.66,0.99,3.09,8.3,14161.0,Alternaria
5,14.72,91.81,9.07,2.87,5.68,1.6,11505.0,Apple Scab
4,16.09,85.45,10.03,8.07,1.51,3.2,914.0,Apple Scab
9,20.34,80.57,11.04,2.3,0.94,5.3,11109.0,Alternaria
9,26.2,90.26,9.3,0.95,1.85,5.9,12929.0,Alternaria
8,24.77,89.57,6.85,2.29,2.19,7.0,9109.0,Alternaria
4,22.47,93.6,8.75,4.47,3.5,2.3,7588.0,Cedar Apple Rust
4,21.22,79.34,5.59,2.66,2.26,4.3,11945.0,Fire Blight
4,31.17,89.24,4.02,0.93,5.25,6.7,14336.0,Fire Blight
4,20.71,91.53,6.66,1.32,4.69,2.0,14053.0,Apple Scab
4,22.56,64.57,1.38,0.19,2.5,2.2,18136.0,Healthy
4,22.47,92.06,5.55,5.35,4.14,2.0,5596.0,Cedar Apple Rust
8,24.52,90.13,11.26,1.23,5.67,7.5,13713.0,Alternaria
7,25.84,86.72,11.69,0.12,0.68,5.2,14626.0,Alternaria
3,27.99,46.82,1.82,0.11,5.84,2.9,22111.0,Healthy
6,19.45,82.81,0.8,0.53,0.71,5.9,17668.0,Powdery Mildew
12,24.74,59.11,2.01,0.31,5.91,8.3,18855.0,Healthy
5,29.25,65.51,1.78,0.33,4.82,5.4,17738.0,Powdery Mildew
5,22.55,86.65,2.91,1.02,2.76,3.0,14037.0,Fire Blight
6,17.69,97.21,6.74,5.27,5.45,1.0,6235.0,Cedar Apple Rust
7,25.27,86.58,8.15,2.61,3.02,7.6,11052.0,Alternaria
9,22.99,88.59,10.41,1.85,5.8,6.8,11912.0,Alternaria
1,21.05,66.42,0.26,0.66,0.83,7.9,17836.0,Healthy
9,29.54,58.41,1.7,0.67,5.96,2.6,18032.0,Healthy
6,19.63,94.58,8.19,2.72,1.12,2.3,10373.0,Cedar Apple Rust
6,31.41,81.01,12.32,0.56,4.83,5.6,14860.0,Alternaria
4,26.05,84.72,5.59,3.38,5.4,6.4,10413.0,Fire Blight
5,22.14,83.32,5.99,3.84,3.16,4.4,9299.0,Fire Blight
2,27.34,36.62,1.22,0.22,4.89,6.1,20288.0,Healthy
7,25.78,74.35,1.8,0.42,2.27,2.3,17052.0,Powdery Mildew
